"","CoB","ETH.group","age","sex","year","pop"
"34715","Non-UK born","Indian",79,"F",2022,3530.02963101668
"34716","UK born","Indian",80,"F",2022,-467.889480673701
"34717","Non-UK born","Indian",80,"F",2022,3250.2087088292
"34718","UK born","Indian",81,"F",2022,-460.860516417588
"34719","Non-UK born","Indian",81,"F",2022,3152.8829194
"34720","UK born","Indian",82,"F",2022,-509.01919649932
"34721","Non-UK born","Indian",82,"F",2022,3218.85394557427
"34722","UK born","Indian",83,"F",2022,-526.853969520454
"34723","Non-UK born","Indian",83,"F",2022,2929.78428413811
"34724","UK born","Indian",84,"F",2022,-532.335916671695
"34725","Non-UK born","Indian",84,"F",2022,2657.76903501972
"34726","UK born","Indian",85,"F",2022,-7813.91612226888
"34727","Non-UK born","Indian",85,"F",2022,18662.5083363764
"34728","UK born","Indian",0,"M",2022,15521.6747950761
"34729","UK born","Indian",1,"M",2022,15347.230726295
"34730","UK born","Indian",2,"M",2022,15174.9245216463
"34731","UK born","Indian",3,"M",2022,15006.3678386296
"34732","UK born","Indian",4,"M",2022,14823.0987501472
"34733","UK born","Indian",5,"M",2022,14601.1436871381
"34734","UK born","Indian",6,"M",2022,14330.8613517356
"34735","UK born","Indian",7,"M",2022,14018.8305652127
"34736","UK born","Indian",8,"M",2022,13680.9457213756
"34737","UK born","Indian",9,"M",2022,13389.0091756596
"34738","UK born","Indian",10,"M",2022,13474.7470093089
"34739","UK born","Indian",11,"M",2022,9185.5798356024
"34740","Non-UK born","Indian",11,"M",2022,1327.65943785592
"34741","UK born","Indian",12,"M",2022,8820.74046186187
"34742","Non-UK born","Indian",12,"M",2022,1827.57337466034
"34743","UK born","Indian",13,"M",2022,8718.69806830778
"34744","Non-UK born","Indian",13,"M",2022,2037.9357322171
"34745","UK born","Indian",14,"M",2022,8780.70209692136
"34746","Non-UK born","Indian",14,"M",2022,2194.96328140844
"34747","UK born","Indian",15,"M",2022,8237.34202211346
"34748","Non-UK born","Indian",15,"M",2022,2489.23231697943
"34749","UK born","Indian",16,"M",2022,7761.05170524625
"34750","Non-UK born","Indian",16,"M",2022,2604.29206555339
"34751","UK born","Indian",17,"M",2022,7082.44350139533
"34752","Non-UK born","Indian",17,"M",2022,3010.95886051495
"34753","UK born","Indian",18,"M",2022,6512.13976224076
"34754","Non-UK born","Indian",18,"M",2022,3698.26044533331
"34755","UK born","Indian",19,"M",2022,6003.17913689212
"34756","Non-UK born","Indian",19,"M",2022,4558.77763083549
"34757","UK born","Indian",20,"M",2022,5755.87192904178
"34758","Non-UK born","Indian",20,"M",2022,5476.30970641069
"34759","UK born","Indian",21,"M",2022,5636.6401020993
"34760","Non-UK born","Indian",21,"M",2022,6692.88382592387
"34761","UK born","Indian",22,"M",2022,5460.50777117663
"34762","Non-UK born","Indian",22,"M",2022,7888.17683538372
"34763","UK born","Indian",23,"M",2022,5353.29356142484
"34764","Non-UK born","Indian",23,"M",2022,8938.21649793421
"34765","UK born","Indian",24,"M",2022,5104.10743503576
"34766","Non-UK born","Indian",24,"M",2022,10277.8214753543
"34767","UK born","Indian",25,"M",2022,4931.71601004362
"34768","Non-UK born","Indian",25,"M",2022,11541.2124093034
"34769","UK born","Indian",26,"M",2022,5139.59574951573
"34770","Non-UK born","Indian",26,"M",2022,12623.6052145516
"34771","UK born","Indian",27,"M",2022,4800.41579379159
"34772","Non-UK born","Indian",27,"M",2022,13659.6223569633
"34773","UK born","Indian",28,"M",2022,4819.74815942714
"34774","Non-UK born","Indian",28,"M",2022,14590.9639701752
"34775","UK born","Indian",29,"M",2022,4861.90049833886
"34776","Non-UK born","Indian",29,"M",2022,15199.4209204154
"34777","UK born","Indian",30,"M",2022,5213.88535446193
"34778","Non-UK born","Indian",30,"M",2022,15642.8194629258
"34779","UK born","Indian",31,"M",2022,5465.84765970014
"34780","Non-UK born","Indian",31,"M",2022,15500.4711263454
"34781","UK born","Indian",32,"M",2022,5543.82704245699
"34782","Non-UK born","Indian",32,"M",2022,15592.0464033914
"34783","UK born","Indian",33,"M",2022,5497.46658475592
"34784","Non-UK born","Indian",33,"M",2022,16592.7088660235
"34785","UK born","Indian",34,"M",2022,5902.07916918727
"34786","Non-UK born","Indian",34,"M",2022,16585.7842234666
"34787","UK born","Indian",35,"M",2022,5988.68905146445
"34788","Non-UK born","Indian",35,"M",2022,15835.5609477481
"34789","UK born","Indian",36,"M",2022,6365.12864691153
"34790","Non-UK born","Indian",36,"M",2022,15453.0060625679
"34791","UK born","Indian",37,"M",2022,6587.9009132155
"34792","Non-UK born","Indian",37,"M",2022,14462.1463825252
"34793","UK born","Indian",38,"M",2022,6283.87333596508
"34794","Non-UK born","Indian",38,"M",2022,13053.4149084688
"34795","UK born","Indian",39,"M",2022,6524.36311592335
"34796","Non-UK born","Indian",39,"M",2022,12211.3980465312
"34797","UK born","Indian",40,"M",2022,6552.84870407251
"34798","Non-UK born","Indian",40,"M",2022,12190.7397670954
"34799","UK born","Indian",41,"M",2022,6584.16075568144
"34800","Non-UK born","Indian",41,"M",2022,11476.3390444834
"34801","UK born","Indian",42,"M",2022,6126.35334975358
"34802","Non-UK born","Indian",42,"M",2022,11282.7297992375
"34803","UK born","Indian",43,"M",2022,5780.18014405665
"34804","Non-UK born","Indian",43,"M",2022,10726.5305101756
"34805","UK born","Indian",44,"M",2022,5200.64032553872
"34806","Non-UK born","Indian",44,"M",2022,9867.43586845621
"34807","UK born","Indian",45,"M",2022,5050.15659603399
"34808","Non-UK born","Indian",45,"M",2022,10129.3465740608
"34809","UK born","Indian",46,"M",2022,4534.72206203625
"34810","Non-UK born","Indian",46,"M",2022,9600.44895078453
"34811","UK born","Indian",47,"M",2022,4177.58545801108
"34812","Non-UK born","Indian",47,"M",2022,8834.07080953733
"34813","UK born","Indian",48,"M",2022,4341.25803974113
"34814","Non-UK born","Indian",48,"M",2022,7863.9231391372
"34815","UK born","Indian",49,"M",2022,4203.70747165428
"34816","Non-UK born","Indian",49,"M",2022,7677.33624917491
"34817","UK born","Indian",50,"M",2022,3987.36862251494
"34818","Non-UK born","Indian",50,"M",2022,7258.44533815315
"34819","UK born","Indian",51,"M",2022,4009.27430947982
"34820","Non-UK born","Indian",51,"M",2022,6603.42347037151
"34821","UK born","Indian",52,"M",2022,3954.80903854565
"34822","Non-UK born","Indian",52,"M",2022,6630.63537710885
"34823","UK born","Indian",53,"M",2022,3745.31122009344
"34824","Non-UK born","Indian",53,"M",2022,6442.03797035535
"34825","UK born","Indian",54,"M",2022,3106.25881970085
"34826","Non-UK born","Indian",54,"M",2022,6357.69544707496
"34827","UK born","Indian",55,"M",2022,2472.62869794123
"34828","Non-UK born","Indian",55,"M",2022,6119.74668782282
"34829","UK born","Indian",56,"M",2022,1752.37964569833
"34830","Non-UK born","Indian",56,"M",2022,6430.79411237727
"34831","UK born","Indian",57,"M",2022,1302.82771031192
"34832","Non-UK born","Indian",57,"M",2022,6519.6367675464
"34833","UK born","Indian",58,"M",2022,1029.54692435732
"34834","Non-UK born","Indian",58,"M",2022,6718.73470150712
"34835","UK born","Indian",59,"M",2022,772.436912857969
"34836","Non-UK born","Indian",59,"M",2022,6836.44415601582
"34837","UK born","Indian",60,"M",2022,383.666968212622
"34838","Non-UK born","Indian",60,"M",2022,7191.71711359488
"34839","UK born","Indian",61,"M",2022,184.193835234117
"34840","Non-UK born","Indian",61,"M",2022,7586.77111323129
"34841","UK born","Indian",62,"M",2022,-2.58996943169486
"34842","Non-UK born","Indian",62,"M",2022,7529.62077081892
"34843","UK born","Indian",63,"M",2022,-65.0993690126412
"34844","Non-UK born","Indian",63,"M",2022,7381.57877615735
"34845","UK born","Indian",64,"M",2022,-165.14359724916
"34846","Non-UK born","Indian",64,"M",2022,7364.08385420497
"34847","UK born","Indian",65,"M",2022,-248.124742731192
"34848","Non-UK born","Indian",65,"M",2022,7505.19983129004
"34849","UK born","Indian",66,"M",2022,-332.192981865834
"34850","Non-UK born","Indian",66,"M",2022,7517.08892012071
"34851","UK born","Indian",67,"M",2022,-350.875702752339
"34852","Non-UK born","Indian",67,"M",2022,7416.04123856581
"34853","UK born","Indian",68,"M",2022,-393.661859252126
"34854","Non-UK born","Indian",68,"M",2022,6895.64030169489
"34855","UK born","Indian",69,"M",2022,-454.816464878969
"34856","Non-UK born","Indian",69,"M",2022,6852.95951361319
"34857","UK born","Indian",70,"M",2022,-443.5545964419
"34858","Non-UK born","Indian",70,"M",2022,6061.29126232252
"34859","UK born","Indian",71,"M",2022,-478.286009002248
"34860","Non-UK born","Indian",71,"M",2022,5738.26052540242
"34861","UK born","Indian",72,"M",2022,-471.752249067499
"34862","Non-UK born","Indian",72,"M",2022,5313.03134114421
"34863","UK born","Indian",73,"M",2022,-474.339846827694
"34864","Non-UK born","Indian",73,"M",2022,4912.56996628495
"34865","UK born","Indian",74,"M",2022,-463.219337700028
"34866","Non-UK born","Indian",74,"M",2022,4380.77258224246
"34867","UK born","Indian",75,"M",2022,-462.105587874348
"34868","Non-UK born","Indian",75,"M",2022,3771.9474404981
"34869","UK born","Indian",76,"M",2022,-439.257055169188
"34870","Non-UK born","Indian",76,"M",2022,3328.53209073615
"34871","UK born","Indian",77,"M",2022,-415.412730325772
"34872","Non-UK born","Indian",77,"M",2022,3091.73957455226
"34873","UK born","Indian",78,"M",2022,-477.890162906799
"34874","Non-UK born","Indian",78,"M",2022,3023.02420208145
"34875","UK born","Indian",79,"M",2022,-511.327445299211
"34876","Non-UK born","Indian",79,"M",2022,3048.39904141666
"34877","UK born","Indian",80,"M",2022,-532.808520868558
"34878","Non-UK born","Indian",80,"M",2022,2836.7103309039
"34879","UK born","Indian",81,"M",2022,-534.763647124721
"34880","Non-UK born","Indian",81,"M",2022,2899.16080420859
"34881","UK born","Indian",82,"M",2022,-589.673910414845
"34882","Non-UK born","Indian",82,"M",2022,2895.5401505899
"34883","UK born","Indian",83,"M",2022,-609.590484016556
"34884","Non-UK born","Indian",83,"M",2022,2743.55126050644
"34885","UK born","Indian",84,"M",2022,-623.527296266838
"34886","Non-UK born","Indian",84,"M",2022,2437.57328410865
"34887","UK born","Indian",85,"M",2022,-7215.00941877136
"34888","Non-UK born","Indian",85,"M",2022,16256.6184291143
"34889","UK born","Mixed/Other",0,"F",2022,32237.7568740784
"34890","UK born","Mixed/Other",1,"F",2022,31641.8537601834
"34891","UK born","Mixed/Other",2,"F",2022,31040.312695751
"34892","UK born","Mixed/Other",3,"F",2022,30452.7194912135
"34893","UK born","Mixed/Other",4,"F",2022,29845.9634337807
"34894","UK born","Mixed/Other",5,"F",2022,29172.1260020618
"34895","UK born","Mixed/Other",6,"F",2022,28426.9833976827
"34896","UK born","Mixed/Other",7,"F",2022,27634.3568116485
"34897","UK born","Mixed/Other",8,"F",2022,26849.7413331408
"34898","UK born","Mixed/Other",9,"F",2022,26213.8210817114
"34899","UK born","Mixed/Other",10,"F",2022,26335.1391285223
"34900","UK born","Mixed/Other",11,"F",2022,31838.482870054
"34901","Non-UK born","Mixed/Other",11,"F",2022,3267.70003666876
"34902","UK born","Mixed/Other",12,"F",2022,31486.1832477549
"34903","Non-UK born","Mixed/Other",12,"F",2022,3824.25617810074
"34904","UK born","Mixed/Other",13,"F",2022,29998.7827384971
"34905","Non-UK born","Mixed/Other",13,"F",2022,4429.46116961397
"34906","UK born","Mixed/Other",14,"F",2022,28947.5542396436
"34907","Non-UK born","Mixed/Other",14,"F",2022,5180.72629336776
"34908","UK born","Mixed/Other",15,"F",2022,26715.6424684213
"34909","Non-UK born","Mixed/Other",15,"F",2022,5584.51763043641
"34910","UK born","Mixed/Other",16,"F",2022,24847.7615984282
"34911","Non-UK born","Mixed/Other",16,"F",2022,6289.55666736265
"34912","UK born","Mixed/Other",17,"F",2022,22507.795429454
"34913","Non-UK born","Mixed/Other",17,"F",2022,7014.93919896767
"34914","UK born","Mixed/Other",18,"F",2022,20902.9551240992
"34915","Non-UK born","Mixed/Other",18,"F",2022,8274.42808481808
"34916","UK born","Mixed/Other",19,"F",2022,18539.3843262664
"34917","Non-UK born","Mixed/Other",19,"F",2022,9622.12970797312
"34918","UK born","Mixed/Other",20,"F",2022,17041.8797241043
"34919","Non-UK born","Mixed/Other",20,"F",2022,11087.9598321706
"34920","UK born","Mixed/Other",21,"F",2022,15896.4700663462
"34921","Non-UK born","Mixed/Other",21,"F",2022,13206.421754558
"34922","UK born","Mixed/Other",22,"F",2022,15291.3273572643
"34923","Non-UK born","Mixed/Other",22,"F",2022,14934.3432434819
"34924","UK born","Mixed/Other",23,"F",2022,14777.1539525529
"34925","Non-UK born","Mixed/Other",23,"F",2022,16351.2904362388
"34926","UK born","Mixed/Other",24,"F",2022,14045.5945610108
"34927","Non-UK born","Mixed/Other",24,"F",2022,17654.8015171041
"34928","UK born","Mixed/Other",25,"F",2022,13547.5152595904
"34929","Non-UK born","Mixed/Other",25,"F",2022,18683.4458720839
"34930","UK born","Mixed/Other",26,"F",2022,12294.7656903501
"34931","Non-UK born","Mixed/Other",26,"F",2022,19375.1190666387
"34932","UK born","Mixed/Other",27,"F",2022,11882.6843080355
"34933","Non-UK born","Mixed/Other",27,"F",2022,20400.0480263315
"34934","UK born","Mixed/Other",28,"F",2022,11512.20011339
"34935","Non-UK born","Mixed/Other",28,"F",2022,20631.5147799867
"34936","UK born","Mixed/Other",29,"F",2022,11050.0603132443
"34937","Non-UK born","Mixed/Other",29,"F",2022,20906.8509367244
"34938","UK born","Mixed/Other",30,"F",2022,11033.7066930752
"34939","Non-UK born","Mixed/Other",30,"F",2022,21064.7718908722
"34940","UK born","Mixed/Other",31,"F",2022,10329.3219051845
"34941","Non-UK born","Mixed/Other",31,"F",2022,20809.2670641793
"34942","UK born","Mixed/Other",32,"F",2022,9931.03638817952
"34943","Non-UK born","Mixed/Other",32,"F",2022,20161.6346730276
"34944","UK born","Mixed/Other",33,"F",2022,9482.22054399232
"34945","Non-UK born","Mixed/Other",33,"F",2022,19643.8120996357
"34946","UK born","Mixed/Other",34,"F",2022,9360.96585595382
"34947","Non-UK born","Mixed/Other",34,"F",2022,19382.9482291332
"34948","UK born","Mixed/Other",35,"F",2022,9143.03698877134
"34949","Non-UK born","Mixed/Other",35,"F",2022,19340.6700655583
"34950","UK born","Mixed/Other",36,"F",2022,8288.12999164452
"34951","Non-UK born","Mixed/Other",36,"F",2022,19265.5586352196
"34952","UK born","Mixed/Other",37,"F",2022,7975.74401081518
"34953","Non-UK born","Mixed/Other",37,"F",2022,19233.1784078076
"34954","UK born","Mixed/Other",38,"F",2022,7578.19533910342
"34955","Non-UK born","Mixed/Other",38,"F",2022,18721.9235758063
"34956","UK born","Mixed/Other",39,"F",2022,7380.14429483718
"34957","Non-UK born","Mixed/Other",39,"F",2022,18379.6914323301
"34958","UK born","Mixed/Other",40,"F",2022,7297.93137748304
"34959","Non-UK born","Mixed/Other",40,"F",2022,18743.2427856035
"34960","UK born","Mixed/Other",41,"F",2022,7069.79959026714
"34961","Non-UK born","Mixed/Other",41,"F",2022,18293.8536413576
"34962","UK born","Mixed/Other",42,"F",2022,6481.14649583061
"34963","Non-UK born","Mixed/Other",42,"F",2022,18019.2914840713
"34964","UK born","Mixed/Other",43,"F",2022,5942.41279966261
"34965","Non-UK born","Mixed/Other",43,"F",2022,17734.4388593803
"34966","UK born","Mixed/Other",44,"F",2022,5106.16123381795
"34967","Non-UK born","Mixed/Other",44,"F",2022,17853.7368971121
"34968","UK born","Mixed/Other",45,"F",2022,4903.52385909208
"34969","Non-UK born","Mixed/Other",45,"F",2022,17845.7268469691
"34970","UK born","Mixed/Other",46,"F",2022,4484.30149957444
"34971","Non-UK born","Mixed/Other",46,"F",2022,17932.3288767184
"34972","UK born","Mixed/Other",47,"F",2022,4493.2657648811
"34973","Non-UK born","Mixed/Other",47,"F",2022,17222.9557634701
"34974","UK born","Mixed/Other",48,"F",2022,4546.34370164455
"34975","Non-UK born","Mixed/Other",48,"F",2022,16859.9618366592
"34976","UK born","Mixed/Other",49,"F",2022,4666.07889618021
"34977","Non-UK born","Mixed/Other",49,"F",2022,16435.7171282952
"34978","UK born","Mixed/Other",50,"F",2022,4621.13526432918
"34979","Non-UK born","Mixed/Other",50,"F",2022,15773.5649274304
"34980","UK born","Mixed/Other",51,"F",2022,4714.02429626987
"34981","Non-UK born","Mixed/Other",51,"F",2022,14686.6393425719
"34982","UK born","Mixed/Other",52,"F",2022,4531.50535206259
"34983","Non-UK born","Mixed/Other",52,"F",2022,13989.8221719102
"34984","UK born","Mixed/Other",53,"F",2022,4608.58318471315
"34985","Non-UK born","Mixed/Other",53,"F",2022,12863.9086647444
"34986","UK born","Mixed/Other",54,"F",2022,4505.14855599375
"34987","Non-UK born","Mixed/Other",54,"F",2022,11872.7011140748
"34988","UK born","Mixed/Other",55,"F",2022,4558.0968573814
"34989","Non-UK born","Mixed/Other",55,"F",2022,11149.3832586012
"34990","UK born","Mixed/Other",56,"F",2022,4148.58158423569
"34991","Non-UK born","Mixed/Other",56,"F",2022,10704.3404707645
"34992","UK born","Mixed/Other",57,"F",2022,4128.75395918467
"34993","Non-UK born","Mixed/Other",57,"F",2022,10135.0685934924
"34994","UK born","Mixed/Other",58,"F",2022,3802.47403101494
"34995","Non-UK born","Mixed/Other",58,"F",2022,9590.91708679668
"34996","UK born","Mixed/Other",59,"F",2022,3304.55634640363
"34997","Non-UK born","Mixed/Other",59,"F",2022,9092.88858316283
"34998","UK born","Mixed/Other",60,"F",2022,2908.98463798305
"34999","Non-UK born","Mixed/Other",60,"F",2022,8683.20753491173
"35000","UK born","Mixed/Other",61,"F",2022,2401.25404455297
"35001","Non-UK born","Mixed/Other",61,"F",2022,8494.73872208172
"35002","UK born","Mixed/Other",62,"F",2022,2097.61970908665
"35003","Non-UK born","Mixed/Other",62,"F",2022,8079.67111390563
"35004","UK born","Mixed/Other",63,"F",2022,1869.59485822633
"35005","Non-UK born","Mixed/Other",63,"F",2022,7432.82510850755
"35006","UK born","Mixed/Other",64,"F",2022,1429.95697544514
"35007","Non-UK born","Mixed/Other",64,"F",2022,7179.75592364489
"35008","UK born","Mixed/Other",65,"F",2022,1163.8002710879
"35009","Non-UK born","Mixed/Other",65,"F",2022,7027.20294716319
